path|owner|project|language|code
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/public/js/vue.global.js|nocodb|nocodb|JavaScript|14065
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/public/js/redoc.standalone.min.js|nocodb|nocodb|JavaScript|1625
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/db/BaseModelSqlv2.ts|nocodb|nocodb|TypeScript|8942
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb-sdk/src/lib/Api.ts|nocodb|nocodb|TypeScript|6339
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/helpers/isDisposableEmail.ts|nocodb|nocodb|TypeScript|4023
./src/_00/output/TypeScript/nocodb~nocodb/packages/nc-gui/utils/iconUtils.ts|nocodb|nocodb|TypeScript|3546
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/services/columns.service.ts|nocodb|nocodb|TypeScript|3280
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/tests/unit/rest/tests/newDataApis.test.ts|nocodb|nocodb|TypeScript|2460
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/db/sql-client/lib/pg/PgClient.ts|nocodb|nocodb|TypeScript|2325
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/modules/jobs/jobs/at-import/at-import.processor.ts|nocodb|nocodb|TypeScript|2163
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/models/View.ts|nocodb|nocodb|TypeScript|2144
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/db/sql-client/lib/mssql/MssqlClient.ts|nocodb|nocodb|TypeScript|1994
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/db/sql-client/lib/KnexClient.ts|nocodb|nocodb|TypeScript|1952
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/tests/unit/rest/tests/tableRow.test.ts|nocodb|nocodb|TypeScript|1937
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb-sdk/src/lib/formulaHelpers.ts|nocodb|nocodb|TypeScript|1857
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/modules/jobs/jobs/export-import/import.service.ts|nocodb|nocodb|TypeScript|1812
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/db/sql-client/lib/mysql/MysqlClient.ts|nocodb|nocodb|TypeScript|1727
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/models/Column.ts|nocodb|nocodb|TypeScript|1707
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/tests/unit/rest/tests/viewRow.test.ts|nocodb|nocodb|TypeScript|1560
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/db/sql-client/lib/oracle/OracleClient.ts|nocodb|nocodb|TypeScript|1525
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/db/conditionV2.ts|nocodb|nocodb|TypeScript|1520
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb-sdk/src/lib/sqlUi/PgUi.ts|nocodb|nocodb|TypeScript|1490
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/db/sql-client/lib/sqlite/SqliteClient.ts|nocodb|nocodb|TypeScript|1439
./src/_00/output/TypeScript/nocodb~nocodb/tests/playwright/tests/db/views/viewForm.spec.ts|nocodb|nocodb|TypeScript|1338
./src/_00/output/TypeScript/nocodb~nocodb/packages/nc-gui/composables/useMultiSelect/index.ts|nocodb|nocodb|TypeScript|1330
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/db/formulav2/formulaQueryBuilderv2.ts|nocodb|nocodb|TypeScript|1221
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/db/sql-mgr/SqlMgr.ts|nocodb|nocodb|TypeScript|1197
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/db/CustomKnex.ts|nocodb|nocodb|TypeScript|1156
./src/_00/output/TypeScript/nocodb~nocodb/tests/playwright/tests/db/features/filters.spec.ts|nocodb|nocodb|TypeScript|1024
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb-sdk/src/lib/sqlUi/MysqlUi.ts|nocodb|nocodb|TypeScript|1014
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/models/Model.ts|nocodb|nocodb|TypeScript|1013
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/services/meta-diffs.service.ts|nocodb|nocodb|TypeScript|986
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/services/datas.service.ts|nocodb|nocodb|TypeScript|948
./src/_00/output/TypeScript/nocodb~nocodb/packages/nocodb/src/helpers/catchError.ts|nocodb|nocodb|TypeScript|933
./src/_00/output/TypeScript/nocodb~nocodb/packages/nc-gui/composables/useInfiniteData.ts|nocodb|nocodb|TypeScript|926
